transaction_name,amount,category,category_encoded
GROCERY INDOMARET - <ID>,150000.0,Makanan & Minuman,2
GRABFOOD MEMO - <ID>,134500.0,Makanan & Minuman,2
M-BCA GOPAY GO-RIDE - <ID>,27250.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,771450.0,Tagihan,3
GROCERY INDOMARET - <ID>,151000.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,453990.0,Belanja,0
KOPI KENANGAN CAFE - <ID>,152000.0,Makanan & Minuman,2
GRABFOOD MEMO - <ID>,29970.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,18750.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,94500.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,76000.0,Tagihan,3
MCDONALDS MEAL PAYMENT - <ID>,80100.0,Makanan & Minuman,2
ISI BENSIN PERTAMINA - <ID>,80100.0,Transport,4
GOPAY GO-RIDE - <ID>,74000.0,Transport,4
GRAB RIDE OVO - <ID>,15250.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,96000.0,Makanan & Minuman,2
TRF-V GRAB RIDE OVO - <ID>,103000.0,Transport,4
DISNEY HOTSTAR*MEMO - <ID>,244200.0,Hiburan,1
GRAB RIDE OVO - <ID>,36250.0,Transport,4
BELANJA FASHION*MEMO - <ID>,678210.0,Belanja,0
DBT BELANJA FASHION*MEMO - <ID>,606000.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,105500.0,Makanan & Minuman,2
ISI PULSA/DATA*MEMO - <ID>,618500.0,Tagihan,3
GOPAY GO-RIDE - <ID>,78810.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,624930.0,Tagihan,3
T1K3T K3R3T4 K41 - <ID>,41070.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,534500.0,Tagihan,3
ISI BENSIN PERTAMINA - <ID>,82500.0,Transport,4
GRABFOOD MEMO - <ID>,63250.0,Makanan & Minuman,2
GRAB RIDE OVO - <ID>,21090.0,Transport,4
GRAB RIDE OVO - <ID>,56500.0,Transport,4
KOPI KENANGAN CAFE - <ID>,39750.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,819000.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,361000.0,Belanja,0
TIKET KERETA KAI - <ID>,85250.0,Transport,4
DISNEY HOTSTAR*MEMO - <ID>,88800.0,Hiburan,1
ASURANSI*AUTO-DEBET - <ID>,124500.0,Tagihan,3
M-BCA DISNEY HOTSTAR*MEMO - <ID>,37740.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,636900.0,Belanja,0
BELANJA FASHION*MEMO - <ID>,776000.0,Belanja,0
P3MB4Y4R4N PLN*R3K - <ID>,103230.0,Tagihan,3
TRF-V PEMBAYARAN PAM*PDAM - <ID>,341880.0,Tagihan,3
GO-FOOD TRANSAKSI - <ID>,113750.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,887000.0,Belanja,0
DRV NETFLIX*SUBSCRIPTION - <ID>,258630.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,105450.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,427000.0,Tagihan,3
TIKET BUS DAMRI - <ID>,87690.0,Transport,4
SHOPEEPAY*PROMO - <ID>,612720.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,700000.0,Tagihan,3
TIKET PESAWAT - <ID>,1429680.0,Transport,4
GRAB RIDE OVO - <ID>,69900.0,Transport,4
SHOPEEPAY*PROMO - <ID>,573000.0,Belanja,0
M-BCA GOPAY GO-RIDE - <ID>,70250.0,Transport,4
SPOTIFY*PREMIUM - <ID>,254500.0,Hiburan,1
TIKET PESAWAT - <ID>,3423500.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,341000.0,Tagihan,3
ASURANSI*AUTO-DEBET - <ID>,439560.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,160000.0,Hiburan,1
CINEMA XXI MOVIE TICKET - <ID>,187000.0,Hiburan,1
TIKET BUS DAMRI - <ID>,56000.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,589000.0,Tagihan,3
TIKET KERETA KAI - <ID>,26900.0,Transport,4
M-BCA TIKET PESAWAT - <ID>,1048950.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,105500.0,Makanan & Minuman,2
ASURANSI*AUTO-DEBET - <ID>,570540.0,Tagihan,3
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,733000.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,160000.0,Hiburan,1
GRABFOOD MEMO - <ID>,118000.0,Makanan & Minuman,2
DBT SHOPEEPAY*PROMO - <ID>,657000.0,Belanja,0
GRAB RIDE OVO - <ID>,98500.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,490750.0,Belanja,0
K0P1 K3N4NG4N C4F3 - <ID>,108780.0,Makanan & Minuman,2
GR0C3RY 1ND0M4R3T - <ID>,56250.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,127650.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,203130.0,Hiburan,1
MAKAN DI RESTORAN - <ID>,148740.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,133900.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,591000.0,Tagihan,3
GRAB RIDE OVO - <ID>,21090.0,Transport,4
GRAB RIDE OVO - <ID>,61050.0,Transport,4
N3TFL1X*SUBSCR1PT10N - <ID>,185000.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,137640.0,Hiburan,1
T1K3T P3S4W4T - <ID>,97680.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,465090.0,Tagihan,3
DBT MAKAN DI RESTORAN - <ID>,103230.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,196470.0,Belanja,0
TIKET KERETA KAI - <ID>,28000.0,Transport,4
TIKET PESAWAT - <ID>,1165900.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,278610.0,Hiburan,1
M-BCA TIKET PESAWAT - <ID>,1243000.0,Transport,4
GRAB RIDE OVO - <ID>,76500.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,287100.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,91000.0,Belanja,0
TIKET PESAWAT - <ID>,1275250.0,Transport,4
KOPI KENANGAN CAFE - <ID>,26750.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,175500.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,108750.0,Hiburan,1
MAKAN DI RESTORAN - <ID>,132250.0,Makanan & Minuman,2
ISI BENSIN PERTAMINA - <ID>,101000.0,Transport,4
GRABFOOD MEMO - <ID>,117250.0,Makanan & Minuman,2
B3L4NJ4 F4SH10N*M3M0 - <ID>,149750.0,Belanja,0
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,202000.0,Belanja,0
TIKET BUS DAMRI - <ID>,24500.0,Transport,4
GOPAY GO-RIDE - <ID>,63000.0,Transport,4
TIKET KERETA KAI - <ID>,18750.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,688200.0,Tagihan,3
SH0P33P4Y*PR0M0 - <ID>,799200.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,132500.0,Makanan & Minuman,2
GR0C3RY 1ND0M4R3T - <ID>,145000.0,Makanan & Minuman,2
GRAB RIDE OVO - <ID>,59000.0,Transport,4
SP0T1FY*PR3M1UM - <ID>,293250.0,Hiburan,1
DBT IKEA*MEMO - <ID>,911900.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,174270.0,Belanja,0
GROCERY INDOMARET - <ID>,151000.0,Makanan & Minuman,2
ASURANSI*AUTO-DEBET - <ID>,477000.0,Tagihan,3
GROCERY INDOMARET - <ID>,135000.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,224500.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,352980.0,Belanja,0
TIKET KERETA KAI - <ID>,44400.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,847000.0,Belanja,0
GRABFOOD MEMO - <ID>,66600.0,Makanan & Minuman,2
TIKET KERETA KAI - <ID>,39000.0,Transport,4
G0-F00D TR4NS4KS1 - <ID>,100000.0,Makanan & Minuman,2
BELANJA FASHION*MEMO - <ID>,944610.0,Belanja,0
TIKET KERETA KAI - <ID>,106000.0,Transport,4
MIE GACOAN REST - <ID>,126540.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,140500.0,Hiburan,1
CINEMA XXI MOVIE TICKET - <ID>,106000.0,Hiburan,1
1S1 B3NS1N P3RT4M1N4 - <ID>,93000.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,303000.0,Tagihan,3
P3MB4Y4R4N P4M*PD4M - <ID>,531000.0,Tagihan,3
GRAB RIDE OVO - <ID>,67900.0,Transport,4
KOPI KENANGAN CAFE - <ID>,106560.0,Makanan & Minuman,2
SPOTIFY*PREMIUM - <ID>,46900.0,Hiburan,1
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,747500.0,Belanja,0
GROCERY INDOMARET - <ID>,133500.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,40500.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,56610.0,Hiburan,1
GRABFOOD MEMO - <ID>,78810.0,Makanan & Minuman,2
GRAB RIDE OVO - <ID>,14430.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,124500.0,Tagihan,3
GR4BF00D M3M0 - <ID>,114100.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,520250.0,Belanja,0
T1K3T P3S4W4T - <ID>,33000.0,Transport,4
SPOTIFY*PREMIUM - <ID>,60900.0,Hiburan,1
BELANJA FASHION*MEMO - <ID>,796980.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,238000.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,179000.0,Hiburan,1
CINEMA XXI MOVIE TICKET - <ID>,164280.0,Hiburan,1
SP0T1FY*PR3M1UM - <ID>,183000.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,134500.0,Hiburan,1
SH0P33P4Y*PR0M0 - <ID>,781440.0,Belanja,0
GR4B R1D3 0V0 - <ID>,97500.0,Transport,4
TIKET PESAWAT - <ID>,2842900.0,Transport,4
BELANJA FASHION*MEMO - <ID>,1084470.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,154290.0,Makanan & Minuman,2
K0P1 K3N4NG4N C4F3 - <ID>,53000.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,501500.0,Tagihan,3
NETFLIX*SUBSCRIPTION - <ID>,165390.0,Hiburan,1
GRAB RIDE OVO - <ID>,109000.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,175380.0,Hiburan,1
GROCERY INDOMARET - <ID>,85900.0,Makanan & Minuman,2
DBT TIKET BIOSKOP XXI - <ID>,256000.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,199000.0,Tagihan,3
TIKET KERETA KAI - <ID>,36630.0,Transport,4
DISNEY HOTSTAR*MEMO - <ID>,87750.0,Hiburan,1
T0K0P3D14*M3M0 - <ID>,67100.0,Belanja,0
KOPI KENANGAN CAFE - <ID>,52170.0,Makanan & Minuman,2
B3L4NJ4 F4SH10N*M3M0 - <ID>,155000.0,Belanja,0
MAKAN DI RESTORAN - <ID>,38100.0,Makanan & Minuman,2
MAKAN DI RESTORAN - <ID>,93240.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,672500.0,Belanja,0
GROCERY INDOMARET - <ID>,113220.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,712000.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,151000.0,Hiburan,1
BELANJA FASHION*MEMO - <ID>,944610.0,Belanja,0
K0P1 K3N4NG4N C4F3 - <ID>,127650.0,Makanan & Minuman,2
DRV TOKOPEDIA*MEMO - <ID>,367410.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,52000.0,Hiburan,1
MAKAN DI RESTORAN - <ID>,21090.0,Makanan & Minuman,2
SPOTIFY*PREMIUM - <ID>,103230.0,Hiburan,1
TIKET BIOSKOP XXI - <ID>,271500.0,Hiburan,1
1K34*M3M0 - <ID>,977100.0,Belanja,0
P3MB4Y4R4N P4M*PD4M - <ID>,331000.0,Tagihan,3
M-BCA TOKOPEDIA*MEMO - <ID>,338000.0,Belanja,0
IKEA*MEMO - <ID>,903540.0,Belanja,0
GO-FOOD TRANSAKSI - <ID>,116550.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,156510.0,Makanan & Minuman,2
PEMBAYARAN PAM*PDAM - <ID>,753900.0,Tagihan,3
GRAB RIDE OVO - <ID>,73900.0,Transport,4
M-BCA SPOTIFY*PREMIUM - <ID>,32190.0,Hiburan,1
DRV SHOPEEPAY*PROMO - <ID>,534000.0,Belanja,0
GO-FOOD TRANSAKSI - <ID>,34100.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,643750.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,744100.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,599000.0,Tagihan,3
GO-FOOD TRANSAKSI - <ID>,114330.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,62160.0,Transport,4
TOKOPEDIA*MEMO - <ID>,843000.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,161000.0,Hiburan,1
K0P1 K3N4NG4N C4F3 - <ID>,94000.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,187590.0,Hiburan,1
SP0T1FY*PR3M1UM - <ID>,238250.0,Hiburan,1
MAKAN DI RESTORAN - <ID>,97000.0,Makanan & Minuman,2
N3TFL1X*SUBSCR1PT10N - <ID>,118500.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,690500.0,Tagihan,3
D1SN3Y H0TST4R*M3M0 - <ID>,159840.0,Hiburan,1
GO-FOOD TRANSAKSI - <ID>,29500.0,Makanan & Minuman,2
T0K0P3D14*M3M0 - <ID>,966100.0,Belanja,0
GO-FOOD TRANSAKSI - <ID>,35520.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,224000.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,376100.0,Tagihan,3
NETFLIX*SUBSCRIPTION - <ID>,214900.0,Hiburan,1
CINEMA XXI MOVIE TICKET - <ID>,175380.0,Hiburan,1
P3MB4Y4R4N PLN*R3K - <ID>,753250.0,Tagihan,3
SH0P33P4Y*PR0M0 - <ID>,828000.0,Belanja,0
GRAB RIDE OVO - <ID>,67250.0,Transport,4
TRF-V ASURANSI*AUTO-DEBET - <ID>,679000.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,355200.0,Tagihan,3
NETFLIX*SUBSCRIPTION - <ID>,68900.0,Hiburan,1
MCDONALDS MEAL PAYMENT - <ID>,102000.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,74250.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,136000.0,Hiburan,1
T1K3T K3R3T4 K41 - <ID>,82250.0,Transport,4
DBT PEMBAYARAN PLN*REK - <ID>,789000.0,Tagihan,3
DISNEY HOTSTAR*MEMO - <ID>,50000.0,Hiburan,1
N3TFL1X*SUBSCR1PT10N - <ID>,229250.0,Hiburan,1
MCDONALDS MEAL PAYMENT - <ID>,61000.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,182000.0,Belanja,0
M-BCA PEMBAYARAN PLN*REK - <ID>,514000.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,72000.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,800310.0,Tagihan,3
TIKET PESAWAT - <ID>,910000.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,152070.0,Hiburan,1
SHOPEEPAY*PROMO - <ID>,285270.0,Belanja,0
BOOKING HOTEL TRAVELOKA - <ID>,74500.0,Transport,4
M13 G4C04N R3ST - <ID>,115440.0,Makanan & Minuman,2
T1K3T B10SK0P XX1 - <ID>,42500.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,650000.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,285000.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,236430.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,611610.0,Tagihan,3
P3MB4Y4R4N P4M*PD4M - <ID>,505050.0,Tagihan,3
MCDONALDS MEAL PAYMENT - <ID>,28750.0,Makanan & Minuman,2
GRABFOOD MEMO - <ID>,86000.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,96500.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,365190.0,Tagihan,3
GRAB RIDE OVO - <ID>,52000.0,Transport,4
DRV ISI BENSIN PERTAMINA - <ID>,80500.0,Transport,4
GRABFOOD MEMO - <ID>,91020.0,Makanan & Minuman,2
GR0C3RY 1ND0M4R3T - <ID>,35000.0,Makanan & Minuman,2
N3TFL1X*SUBSCR1PT10N - <ID>,275500.0,Hiburan,1
CINEMA XXI MOVIE TICKET - <ID>,220000.0,Hiburan,1
GOPAY GO-RIDE - <ID>,75000.0,Transport,4
GROCERY INDOMARET - <ID>,133200.0,Makanan & Minuman,2
GRAB RIDE OVO - <ID>,51250.0,Transport,4
SPOTIFY*PREMIUM - <ID>,237540.0,Hiburan,1
BELANJA FASHION*MEMO - <ID>,872100.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,482250.0,Tagihan,3
DISNEY HOTSTAR*MEMO - <ID>,311910.0,Hiburan,1
GOPAY GO-RIDE - <ID>,93000.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,108780.0,Tagihan,3
BELANJA FASHION*MEMO - <ID>,870000.0,Belanja,0
GR4BF00D M3M0 - <ID>,110000.0,Makanan & Minuman,2
TRF-V MAKAN DI RESTORAN - <ID>,39000.0,Makanan & Minuman,2
ISI BENSIN PERTAMINA - <ID>,76000.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,697080.0,Tagihan,3
DBT GROCERY INDOMARET - <ID>,127900.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,260850.0,Hiburan,1
TOKOPEDIA*MEMO - <ID>,491000.0,Belanja,0
IKEA*MEMO - <ID>,914640.0,Belanja,0
DRV NETFLIX*SUBSCRIPTION - <ID>,149900.0,Hiburan,1
T1K3T P3S4W4T - <ID>,13100.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,134310.0,Tagihan,3
ISI PULSA/DATA*MEMO - <ID>,566750.0,Tagihan,3
TIKET BIOSKOP XXI - <ID>,154000.0,Hiburan,1
ISI PULSA/DATA*MEMO - <ID>,714000.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,385750.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,819180.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,883560.0,Tagihan,3
TIKET BUS DAMRI - <ID>,59940.0,Transport,4
SHOPEEPAY*PROMO - <ID>,128000.0,Belanja,0
GROCERY INDOMARET - <ID>,129900.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,18870.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,127000.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,738150.0,Tagihan,3
TIKET BUS DAMRI - <ID>,82000.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,150500.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,707070.0,Tagihan,3
TRF-V TIKET BUS DAMRI - <ID>,66600.0,Transport,4
NETFLIX*SUBSCRIPTION - <ID>,61050.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,203130.0,Tagihan,3
MAKAN DI RESTORAN - <ID>,72000.0,Makanan & Minuman,2
DRV BOOKING HOTEL TRAVELOKA - <ID>,101100.0,Transport,4
NETFLIX*SUBSCRIPTION - <ID>,184260.0,Hiburan,1
TIKET BUS DAMRI - <ID>,30900.0,Transport,4
GR4BF00D M3M0 - <ID>,46000.0,Makanan & Minuman,2
P3MB4Y4R4N P4M*PD4M - <ID>,462750.0,Tagihan,3
ASURANSI*AUTO-DEBET - <ID>,92130.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,367000.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,868000.0,Belanja,0
TIKET PESAWAT - <ID>,1511820.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,26640.0,Makanan & Minuman,2
GRAB RIDE OVO - <ID>,59000.0,Transport,4
TOKOPEDIA*MEMO - <ID>,728160.0,Belanja,0
GRAB RIDE OVO - <ID>,86000.0,Transport,4
TOKOPEDIA*MEMO - <ID>,540570.0,Belanja,0
T1K3T BUS D4MR1 - <ID>,34250.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,106900.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,642100.0,Tagihan,3
DRV BELANJA ELEKTRONIK*MEMO - <ID>,174270.0,Belanja,0
DISNEY HOTSTAR*MEMO - <ID>,25750.0,Hiburan,1
IKEA*MEMO - <ID>,709900.0,Belanja,0
IKEA*MEMO - <ID>,440000.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,883900.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,233000.0,Hiburan,1
TRF-V IKEA*MEMO - <ID>,478410.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,132750.0,Hiburan,1
TIKET KERETA KAI - <ID>,75480.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,348000.0,Belanja,0
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,236430.0,Belanja,0
TIKET BIOSKOP XXI - <ID>,65250.0,Hiburan,1
1S1 B3NS1N P3RT4M1N4 - <ID>,53000.0,Transport,4
P3MB4Y4R4N PLN*R3K - <ID>,589900.0,Tagihan,3
M-BCA PEMBAYARAN PLN*REK - <ID>,528000.0,Tagihan,3
BOOKING HOTEL TRAVELOKA - <ID>,16000.0,Transport,4
P3MB4Y4R4N PLN*R3K - <ID>,399600.0,Tagihan,3
TIKET BUS DAMRI - <ID>,10500.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,189810.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,618000.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,203130.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,505750.0,Tagihan,3
ISI PULSA/DATA*MEMO - <ID>,587250.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,187100.0,Belanja,0
TIKET BUS DAMRI - <ID>,87690.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,154000.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,84000.0,Hiburan,1
DBT TIKET KERETA KAI - <ID>,98000.0,Transport,4
KOPI KENANGAN CAFE - <ID>,138000.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,921000.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,175900.0,Hiburan,1
NETFLIX*SUBSCRIPTION - <ID>,203130.0,Hiburan,1
TRF-V IKEA*MEMO - <ID>,82500.0,Belanja,0
ISI BENSIN PERTAMINA - <ID>,14100.0,Transport,4
MAKAN DI RESTORAN - <ID>,71000.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,116750.0,Hiburan,1
KOPI KENANGAN CAFE - <ID>,43500.0,Makanan & Minuman,2
MAKAN DI RESTORAN - <ID>,42100.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,225330.0,Hiburan,1
GROCERY INDOMARET - <ID>,127000.0,Makanan & Minuman,2
N3TFL1X*SUBSCR1PT10N - <ID>,163000.0,Hiburan,1
N3TFL1X*SUBSCR1PT10N - <ID>,90250.0,Hiburan,1
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,795000.0,Belanja,0
M-BCA PEMBAYARAN PAM*PDAM - <ID>,778250.0,Tagihan,3
TIKET PESAWAT - <ID>,3241500.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,477750.0,Tagihan,3
PEMBAYARAN PAM*PDAM - <ID>,538350.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,127000.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,579000.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,834000.0,Belanja,0
M4K4N D1 R3ST0R4N - <ID>,44900.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,230000.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,395160.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,116750.0,Hiburan,1
M13 G4C04N R3ST - <ID>,83750.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,201750.0,Belanja,0
BELANJA FASHION*MEMO - <ID>,388500.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,674100.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,107100.0,Makanan & Minuman,2
DRV DISNEY HOTSTAR*MEMO - <ID>,238000.0,Hiburan,1
SH0P33P4Y*PR0M0 - <ID>,313250.0,Belanja,0
GOPAY GO-RIDE - <ID>,13250.0,Transport,4
TIKET BUS DAMRI - <ID>,68750.0,Transport,4
DISNEY HOTSTAR*MEMO - <ID>,138000.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,799250.0,Belanja,0
MIE GACOAN REST - <ID>,57000.0,Makanan & Minuman,2
BELANJA FASHION*MEMO - <ID>,801420.0,Belanja,0
T1K3T BUS D4MR1 - <ID>,64380.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,614000.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,111000.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,87690.0,Makanan & Minuman,2
PEMBAYARAN PAM*PDAM - <ID>,710000.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,339660.0,Belanja,0
DBT GO-FOOD TRANSAKSI - <ID>,73750.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,394050.0,Tagihan,3
TIKET BIOSKOP XXI - <ID>,122100.0,Hiburan,1
TRF-V PEMBAYARAN PLN*REK - <ID>,348540.0,Tagihan,3
TRF-V GOPAY GO-RIDE - <ID>,87690.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,992250.0,Belanja,0
TIKET PESAWAT - <ID>,1275390.0,Transport,4
DRV TOKOPEDIA*MEMO - <ID>,821000.0,Belanja,0
MAKAN DI RESTORAN - <ID>,75480.0,Makanan & Minuman,2
MAKAN DI RESTORAN - <ID>,68250.0,Makanan & Minuman,2
M-BCA PEMBAYARAN PAM*PDAM - <ID>,336330.0,Tagihan,3
TRF-V GOPAY GO-RIDE - <ID>,72000.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,98790.0,Makanan & Minuman,2
BELANJA FASHION*MEMO - <ID>,101750.0,Belanja,0
TRF-V GOPAY GO-RIDE - <ID>,88000.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,149850.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,119250.0,Hiburan,1
TIKET BUS DAMRI - <ID>,28000.0,Transport,4
KOPI KENANGAN CAFE - <ID>,78000.0,Makanan & Minuman,2
SPOTIFY*PREMIUM - <ID>,67000.0,Hiburan,1
SPOTIFY*PREMIUM - <ID>,33000.0,Hiburan,1
GO-FOOD TRANSAKSI - <ID>,74000.0,Makanan & Minuman,2
